Date,Time,Output_Volumn,RPM,Current,Temp.Motor,Date_Change_Grinding,Count_Grinding,Output/Current,chang_Grinding,chang_Grinding_I
2023-07-30 00:00:00,23:40:24,425.2986755,352.81552,352.8155157,72,2023-07-12 17:43:16,19,1.205442098,0,0
2023-07-31 00:00:00,23:40:24,319.785553,193.82779,193.8277913,72,2023-07-12 17:43:16,20,1.649843662,0,0
2023-08-01 00:00:00,23:40:24,348.4427185,368.53217,368.532167,72,2023-07-12 17:43:16,21,0.945487937,0,1
2023-08-02 00:00:00,23:40:24,435.9992065,269.39844,269.3984362,72,2023-07-12 17:43:16,22,1.618417733,0,0
2023-08-03 00:00:00,23:40:24,288.5336914,322.91237,322.9123707,74,2023-07-12 17:43:16,23,0.893535577,0,1
2023-08-04 00:00:00,23:40:24,341.1880493,345.11424,345.1142375,77.6666667,2023-07-12 17:43:16,24,0.988623512,0,1
2023-08-05 00:00:00,23:40:24,427.1531372,275.80036,275.8003591,73.4166667,2023-07-12 17:43:16,25,1.548776581,0,0
2023-08-06 00:00:00,23:40:24,370.578186,307.88915,307.8891515,74,2023-07-12 17:43:16,26,1.203609105,0,0
2023-08-07 00:00:00,23:40:24,376.1374817,291.2313,291.2312966,76.6666667,2023-07-12 17:43:16,27,1.291542104,0,0
2023-08-08 00:00:00,23:40:24,411.8826904,289.51153,289.5115342,81.5833333,2023-07-12 17:43:16,28,1.422681454,0,0
2023-08-09 00:00:00,23:40:24,346.5666809,258.64542,258.6454194,80,2023-07-12 17:43:16,29,1.339929707,0,0
2023-08-10 00:00:00,23:40:24,467.7201233,306.87912,306.8791161,78.3333333,2023-07-12 17:43:16,30,1.524118452,0,0
2023-08-11 00:00:00,23:40:24,380.1799011,223.24445,223.2444491,81,2023-07-12 17:43:16,31,1.70297583,1,0
2023-08-12 00:00:00,23:40:24,390.234375,181.25573,181.2557267,81,2023-08-12 18:16:06,1,2.152949217,0,0
2023-08-13 00:00:00,23:40:24,402.7076416,325.20606,325.2060595,81,2023-08-12 18:16:06,2,1.238315308,0,0
2023-08-14 00:00:00,23:40:24,343.7036743,283.03266,283.0326566,80.6666667,2023-08-12 18:16:06,3,1.214360486,0,0
2023-08-15 00:00:00,23:40:24,410.3873596,244.41418,244.4141796,79.6666667,2023-08-12 18:16:06,4,1.679065266,0,0
2023-08-16 00:00:00,23:40:24,410.9508667,273.89371,273.8937098,73.3333333,2023-08-12 18:16:06,5,1.500402718,0,0
2023-08-17 00:00:00,23:40:24,391.5965271,184.8727,184.8727037,68.3333333,2023-08-12 18:16:06,6,2.118195489,0,0
2023-08-18 00:00:00,23:40:24,413.669342,299.38915,299.3891525,80.5833333,2023-08-12 18:16:06,7,1.381711189,0,0
2023-08-19 00:00:00,23:40:24,379.4705811,237.73387,237.7338736,76.6666667,2023-08-12 18:16:06,8,1.596199041,0,0
2023-08-20 00:00:00,23:40:24,240.9467316,161.9122,161.9122045,70,2023-08-12 18:16:06,9,1.488131993,0,0
2023-08-21 00:00:00,23:40:24,429.678833,311.59807,311.5980709,73.3333333,2023-08-12 18:16:06,10,1.37895216,0,0
2023-08-22 00:00:00,23:40:24,379.5053711,204.08114,204.081142,76.6666667,2023-08-12 18:16:06,11,1.859580789,0,0
2023-08-23 00:00:00,23:40:24,410.3621521,273.48503,273.4850258,72,2023-08-12 18:16:06,12,1.500492215,0,0
2023-08-24 00:00:00,23:40:24,365.7311096,167.68602,167.6860246,71,2023-08-12 18:16:06,13,2.181047052,0,0
2023-08-25 00:00:00,23:40:24,372.7601929,325.3001,325.3001025,67.6666667,2023-08-12 18:16:06,14,1.145896328,0,0
2023-08-26 00:00:00,23:40:24,396.6330261,261.64787,261.6478658,65.6666667,2023-08-12 18:16:06,15,1.515903923,0,0
2023-08-27 00:00:00,23:40:24,366.6565247,243.42917,243.4291677,67,2023-08-12 18:16:06,16,1.506214428,0,0
2023-08-28 00:00:00,23:40:24,357.7667542,298.30065,298.3006511,67,2023-08-12 18:16:06,17,1.199349558,0,0
2023-08-29 00:00:00,23:40:24,426.1941223,264.64143,264.6414284,72,2023-08-12 18:16:06,18,1.610458819,0,0
2023-08-30 00:00:00,23:40:24,418.3023682,278.88851,278.8885114,82,2023-08-12 18:16:06,19,1.499891,0,0
2023-08-31 00:00:00,23:40:24,385.1163025,312.6365,312.6364962,82,2023-08-12 18:16:06,20,1.231834118,0,0
2023-09-01 00:00:00,23:40:24,395.3705139,263.78973,263.7897286,81.6666667,2023-08-12 18:16:06,21,1.498809358,0,0
2023-09-02 00:00:00,23:40:24,414.9379272,332.85782,332.8578199,80.5833333,2023-08-12 18:16:06,22,1.246592096,0,0
2023-09-03 00:00:00,23:40:24,417.2034302,287.24439,287.2443933,80,2023-08-12 18:16:06,23,1.452433677,0,0
2023-09-04 00:00:00,23:40:24,409.6008606,292.13115,292.1311544,81.3333333,2023-08-12 18:16:06,24,1.402112902,0,0
2023-09-05 00:00:00,23:40:24,412.891449,244.78242,244.7824214,83.1666667,2023-08-12 18:16:06,25,1.686769199,0,0
2023-09-06 00:00:00,23:40:24,408.4548645,298.11081,298.1108144,84.6666667,2023-08-12 18:16:06,26,1.370144405,0,0
2023-09-07 00:00:00,23:40:24,444.857605,350.4182,350.4182014,90,2023-08-12 18:16:06,27,1.269504846,0,0
2023-09-08 00:00:00,23:40:24,442.3760986,331.66299,331.6629901,87.0833333,2023-08-12 18:16:06,28,1.333812068,0,0
2023-09-09 00:00:00,23:40:24,459.1133118,367.85684,367.856837,83.8333333,2023-08-12 18:16:06,29,1.24807606,0,0
2023-09-10 00:00:00,23:40:24,401.2772522,366.94923,366.9492342,85,2023-08-12 18:16:06,30,1.093549774,0,0
2023-09-11 00:00:00,23:40:24,393.6947632,337.31315,337.3131454,85,2023-08-12 18:16:06,31,1.167149186,0,0
2023-09-12 00:00:00,23:40:24,448.7477112,331.81538,331.81538,84.5,2023-08-12 18:16:06,32,1.352401782,1,0
2023-09-13 00:00:00,23:40:24,459.6694336,339.30082,339.3008229,82.6666667,2023-09-13 19:19:50,1,1.354754845,0,0
2023-09-14 00:00:00,23:40:24,430.532135,262.17612,262.1761206,79.5,2023-09-13 19:19:50,2,1.642148545,0,0
2023-09-15 00:00:00,23:40:24,467.4945984,315.49978,315.49978,80,2023-09-13 19:19:50,3,1.481758873,0,0
2023-09-16 00:00:00,23:40:24,459.7913818,357.94158,357.9415797,86,2023-09-13 19:19:50,4,1.284543087,0,0
2023-09-17 00:00:00,23:40:24,110.2400055,117.53821,117.5382061,82,2023-09-13 19:19:50,5,0.937907844,0,1
